Date,Open,High,Low,Close,Volume
16-Jul-20,16971.2,17491.2,16715.8,17772.4575,0
17-Jul-20,16936.9,16975.2,16693.3,17662.365,0
20-Jul-20,16880.3,17376.2,16849.2,18121.215,0
21-Jul-20,17453.3,17514.1,17219.7,18136.86,0
22-Jul-20,17317.3,17321.7,16978.4,17929.905,0
23-Jul-20,17071.8,17082.6,16949.2,17897.46,0
24-Jul-20,16944.6,17322.7,16944.6,18150.3,0
27-Jul-20,17323,17735.7,17290.6,18508.14,0
28-Jul-20,17647.9,18103.7,17634.4,18944.94,0
29-Jul-20,17959.8,18108.7,17783.3,18774.525,0
30-Jul-20,17995.2,18252.7,17967.2,18903.78,0
31-Jul-20,18166.3,18353.5,17909.3,18975.39,0
03-Aug-20,18099.4,18140.8,17840.3,18864.09,0
04-Aug-20,18029.4,18092,17716.4,18698.4,0
05-Aug-20,17889.6,18139.2,17818.2,18763.29,0
06-Aug-20,18009.7,18222.8,17943.8,19098.24,0
07-Aug-20,18182.3,18182.3,17977.7,18904.41,0
10-Aug-20,18090.2,18205.2,18016.8,19067.58,0
11-Aug-20,18202.5,18331.7,18036.5,18959.955,0
12-Aug-20,18077.2,18109.8,17900,18969.3,0
13-Aug-20,18141.3,18344.1,18032.9,19012.56,0
14-Aug-20,18137.3,18230.1,17994.7,18923.835,0
17-Aug-20,18136.7,18306.9,18103.3,19134.78,0
18-Aug-20,18318.6,18375.2,18209.6,19183.815,0
19-Aug-20,18340,18354.8,18187.6,19121.34,0
20-Aug-20,18181.4,18252.3,18083.2,19032.405,0
21-Aug-20,18266.9,18282.6,18047.9,18968.565,0
24-Aug-20,18092.6,18112.9,17915.6,18911.445,0
25-Aug-20,18028.8,18047.5,17914.5,18872.385,0
26-Aug-20,18022.7,18156.2,17940.7,19034.4,0
27-Aug-20,18231.9,18305.6,18075.8,19007.835,0
28-Aug-20,18216.3,18253.6,18093.4,19028.1,0
31-Aug-20,18163.2,18426.4,17791.8,18825.24,0
01-Sep-20,17954.6,18154.4,17775.7,18704.805,0
02-Sep-20,17860.7,18114.8,17858.3,18980.85,0
03-Sep-20,18148.2,18497.9,18108,19266.03,0
04-Sep-20,18049.2,18259.8,18012.8,18977.595,0
07-Sep-20,18093.1,18208.9,17962.3,19085.64,0
08-Sep-20,18304.2,18671.8,18213.6,19315.59,0
09-Sep-20,18264.2,18439.6,18193.4,19174.575,0
10-Sep-20,18385.9,18416.8,18217.1,19315.59,0
11-Sep-20,18347.7,18740.8,18338.1,19564.86,0
14-Sep-20,18804.8,19592.3,18799.6,20480.355,0
15-Sep-20,19511.5,19823,19392.3,20608.665,0
16-Sep-20,19642.3,19802.4,19533.7,20758.815,0
17-Sep-20,19660.4,20014.7,19605.1,20808.585,0
18-Sep-20,19889.9,20067.7,19777.8,20818.455,0
21-Sep-20,19855.6,20331.6,19683.8,20715.45,0
22-Sep-20,19813.3,20113.4,19376.7,20859.405,0
23-Sep-20,20016.8,20226.3,19615.2,20795.985,0
24-Sep-20,19630.3,19658,18914.7,19921.755,0
25-Sep-20,19108.8,19678.5,19077.8,20610.765,0
28-Sep-20,19774.8,19836.9,19463.7,20772.255,0
29-Sep-20,19891.1,20146.3,19782.3,20823.39,0
30-Sep-20,19880.6,20048.6,19741.7,20948.865,0
01-Oct-20,20129.8,20196.1,20009.3,21115.92,0
05-Oct-20,20375.9,20940.9,20341.4,21849.45,0
06-Oct-20,20995.3,20995.3,20573.9,21941.64,0
07-Oct-20,20897.6,21121.6,20771.7,22068.27,0
08-Oct-20,21531.8,22169.3,21501.9,22782.06,0
09-Oct-20,21703.4,21922.8,21540.7,22929.585,0
12-Oct-20,21990.8,22320,21845.1,23312.205,0
13-Oct-20,22230.2,22619,22186.1,23617.23,0
14-Oct-20,22475.8,22490.3,22129.9,23314.305,0
15-Oct-20,22473.7,22570.5,21364.2,22645.665,0
16-Oct-20,21638.2,21908.8,21247.6,22615.11,0
19-Oct-20,21683.8,21683.8,21354.9,22461.495,0
20-Oct-20,21397.5,21779.8,21346.1,22779.015,0
21-Oct-20,21757.1,21892.3,21406.1,22656.585,0
22-Oct-20,21480.7,21767.1,21290.4,22484.175,0
23-Oct-20,21546.7,21621.6,21385.2,22599.78,0
26-Oct-20,21493.3,21595.8,21148.7,22328.985,0
27-Oct-20,21287.1,21371.6,20932.7,22074.57,0
28-Oct-20,21121.9,21194.8,20701,21850.815,0
29-Oct-20,20667.7,20961.1,20548.3,21920.745,0
30-Oct-20,20912.9,21197.3,20797.5,21962.64,0
02-Nov-20,20964.2,21012.4,20669.3,21768.915,0
03-Nov-20,20792.2,21017.9,20679.7,21772.8,0
04-Nov-20,20769.9,21468.4,20765.8,22159.83,0
05-Nov-20,21383.7,21596,21284.6,22454.985,0
06-Nov-20,21435.2,21582.2,21251.6,22566.915,0
09-Nov-20,21751.7,21926.9,21620.6,22911.21,0
10-Nov-20,21633.1,21633.1,20862.7,22027.425,0
11-Nov-20,21029.2,21365.7,20967.8,22397.025,0
12-Nov-20,21380.2,21610.1,21291.7,22431.465,0
13-Nov-20,21305.3,21462,21219.8,22508.64,0
17-Nov-20,21704.1,21706.2,21361.4,22563.03,0
18-Nov-20,21519.2,21557.1,21153.8,22380.54,0
19-Nov-20,21285.8,21451.8,21070.2,22170.12,0
20-Nov-20,21275.3,21500.7,21121.8,22479.66,0
23-Nov-20,21551.8,22047.1,21432.7,23107.455,0
24-Nov-20,22099.6,22281.8,22016.9,23167.515,0
25-Nov-20,22087.9,22132.9,21675.9,22791.195,0
26-Nov-20,21717.4,21919.2,21544.1,22952.895,0
27-Nov-20,21879.2,21972.9,21701.3,22853.145,0
01-Dec-20,21921.1,22216.4,21814.4,23279.445,0
02-Dec-20,22149.3,22371.6,21961.4,23434.95,0
03-Dec-20,22458.8,22458.8,22147.3,23312.31,0
04-Dec-20,22222.2,22347.8,22130.3,23425.29,0
07-Dec-20,22333.3,22482.9,22271,23562.945,0
08-Dec-20,22484.3,22737.9,22387.3,23748.27,0
09-Dec-20,22799.9,22895.5,22720.5,23943.57,0
10-Dec-20,22693.9,22809.6,22606.6,23893.59,0
11-Dec-20,22754.5,22901.8,22541.1,23797.2,0
14-Dec-20,22786,22792.4,22487.3,23884.035,0
15-Dec-20,22656.3,22779.7,22608.3,23850.855,0
16-Dec-20,22830.4,22933.8,22701.6,24051.51,0
17-Dec-20,22913.2,22960.5,22835.4,24036.81,0
18-Dec-20,23173.2,23416.5,23148.5,24419.43,0
21-Dec-20,23233.5,23506.7,22458.2,23986.83,0
22-Dec-20,22921.8,23680.9,22745.2,24792.18,0
23-Dec-20,23787.8,24228.8,23758.4,25376.19,0
24-Dec-20,24163.2,24163.2,23828.1,25209.66,0
28-Dec-20,24065.4,24192.1,24037.8,25305.315,0
29-Dec-20,24093.1,24424.2,24090.3,25487.805,0
30-Dec-20,24312.5,24394.8,24176.2,25546.605,0
31-Dec-20,24255.9,24295.2,24137.8,25463.865,0
01-Jan-21,24300.2,24500.7,24288.9,25678.905,0
04-Jan-21,24612.1,25158.8,24508.9,26365.605,0
05-Jan-21,25057.7,25824.2,25029.8,27057.66,0
06-Jan-21,25841.3,26036.7,25240.5,26690.16,0
07-Jan-21,25692.1,25702.3,25131.9,26513.76,0
08-Jan-21,25558.3,26227.5,25523.8,27470.52,0
11-Jan-21,26703.2,27095.8,26528,28379.19,0
12-Jan-21,27008,27127.2,26805,28331.205,0
13-Jan-21,27077.7,27103.9,26737.4,28354.515,0
14-Jan-21,26804.7,27176.5,26245.1,28313.88,0
15-Jan-21,26939.7,27037.7,26301.4,27680.94,0
18-Jan-21,26395.6,26423.6,25830.4,27212.01,0
19-Jan-21,26080.1,26254.1,25987.3,27345.675,0
20-Jan-21,26147.2,26758.1,26142.9,27950.685,0
21-Jan-21,26808.5,26872.9,26321.8,27772.71,0
22-Jan-21,26316.6,26667.6,26292.8,27814.29,0
25-Jan-21,26607.7,26685.8,25911.8,27324.465,0
27-Jan-21,26073.1,26236.6,25628.7,27158.565,0
28-Jan-21,25639.9,25807.7,25239.7,26566.26,0
29-Jan-21,25516.8,25539.8,24559.7,25878.09,0
01-Feb-21,24709.2,25139.2,24308.9,26168.835,0
02-Feb-21,25277.4,25574.8,25107.2,26720.19,0
03-Feb-21,25590.1,25949.7,25341.4,26964.945,0
04-Feb-21,25749.7,25862.5,25505.2,26848.605,0
05-Feb-21,25689.7,25733.5,25188.4,26598.18,0
08-Feb-21,25588.5,26028,25415.9,27211.38,0
09-Feb-21,25933.8,26301.2,25659.9,27068.16,0
10-Feb-21,25779.9,25941.1,25570.2,27179.565,0
11-Feb-21,25860.8,26080.2,25795.8,27345.57,0
12-Feb-21,26111.8,26455.1,26012.2,27398.49,0
15-Feb-21,26243.1,26279.3,25959.1,27301.155,0
16-Feb-21,26130.4,26167.8,25519.9,26894.595,0
17-Feb-21,25610.4,25672.2,25234.7,26547.045,0
18-Feb-21,25270.9,25686.8,25262.7,26899.53,0
19-Feb-21,25634.9,25676,25292.7,26778.36,0
22-Feb-21,25579.8,25617.3,24646.4,26004.72,0
23-Feb-21,24933.7,25199.6,24709.2,26048.19,0
24-Feb-21,24814.6,24872.3,24518.7,26018.37,0
25-Feb-21,24979,25199.8,24830.7,26116.02,0
26-Feb-21,24611.2,24689,24212.8,25516.47,0
01-Mar-21,24494.7,24846.1,24451.4,25784.115,0
02-Mar-21,24809.7,25435.4,24770.3,26566.89,0
03-Mar-21,25582.6,25814.9,25331.4,27061.335,0
04-Mar-21,25471.7,25981.3,25450.4,26913.39,0
05-Mar-21,25504.7,25697.8,25113.4,26491.08,0
08-Mar-21,25368.2,25549.3,25259.6,26615.295,0
09-Mar-21,25388.8,25685.8,25095.3,26861.415,0
10-Mar-21,25862.1,26136.6,25782.3,27310.605,0
12-Mar-21,26060.4,26298,25819.9,27182.61,0
15-Mar-21,25859.2,26094.2,25651.8,27333.705,0
16-Mar-21,26132.4,26602.7,26111.1,27681.99,0
17-Mar-21,26378.2,26657.1,26113.8,27492.675,0
18-Mar-21,26365.9,26395.9,25012.5,26641.965,0
19-Mar-21,25273.3,25687.4,25028.3,26840.94,0
22-Mar-21,25649.1,26102.8,25418.4,27337.065,0
23-Mar-21,26105.7,26315.8,25928,27410.985,0
24-Mar-21,25863.6,26114.6,25738.2,27093.045,0
25-Mar-21,25739.8,25766,25131.4,26498.955,0
26-Mar-21,25475.3,25687.1,25276.6,26654.355,0
30-Mar-21,25531.1,26306.7,25429.2,27427.155,0
31-Mar-21,26130.6,26130.6,25788,27147.75,0
01-Apr-21,26039.8,26289.1,25855.3,27279.42,0
05-Apr-21,26035.5,26630.8,25978.9,27815.97,0
06-Apr-21,26715.2,26715.2,26403.4,27858.81,0
07-Apr-21,26514.9,26899.2,26401.7,28172.55,0
08-Apr-21,26899.5,27413.6,26845.8,28505.82,0
09-Apr-21,27322.1,27520.1,27109.9,28735.455,0
12-Apr-21,27504.4,27524.6,26545.7,28064.19,0
13-Apr-21,26737.7,26759.2,25513.4,27143.865,0
15-Apr-21,25577,26084.2,25293.3,27311.34,0
16-Apr-21,26183.4,26476.7,26131.2,27641.145,0
19-Apr-21,26012.4,26524.7,25875.9,27548.745,0
20-Apr-21,26495.6,26496.5,25736.4,27171.48,0
22-Apr-21,25902.6,26055,25718.6,27118.035,0
23-Apr-21,25746.4,25926.1,25531.9,26889.555,0
26-Apr-21,25633.1,25887.1,25521.2,26964.315,0
27-Apr-21,25737.2,25871.4,25686.9,27106.59,0
28-Apr-21,25952.7,25992.5,25781.2,27260.205,0
29-Apr-21,26162.2,26162.2,25827.2,27168.015,0
30-Apr-21,25777.8,26154.3,25593.9,26947.62,0
03-May-21,25544.8,25785.6,25427.9,26959.905,0
04-May-21,25783.2,25801.2,25398.9,26763.45,0
05-May-21,25670.6,25857.7,25564.6,27076.245,0
06-May-21,25868.2,26387.7,25639.6,27571.635,0
07-May-21,26378.8,26454.1,26180.2,27582.87,0
10-May-21,26340.6,26390.8,26106.3,27587.07,0
11-May-21,26098.9,26146.5,25968.1,27412.035,0
12-May-21,26105.2,26105.2,25728.4,27148.17,0
14-May-21,25896.2,25901.2,25461.9,26867.61,0
17-May-21,25650.4,25770.5,25499.4,26988.78,0
18-May-21,25898.9,26094.1,25840.6,27256.11,0
19-May-21,25949.6,26262.7,25869.7,27281.94,0
20-May-21,26075.4,26118.2,25821.6,27189.225,0
21-May-21,26012.8,26154,25936.6,27410.565,0
24-May-21,26150.6,26298.6,26095.4,27451.41,0
25-May-21,26275.4,26550.6,26241.2,27713.595,0
26-May-21,26450.7,26905.8,26380.5,28200.165,0
27-May-21,26921.8,27350.2,26916.8,28523.04,0
28-May-21,27238.1,27278.7,27041.9,28478.94,0
31-May-21,27144.1,27203.9,26886.8,28470.855,0
01-Jun-21,27216.8,27254.2,26953.5,28501.62,0
02-Jun-21,27051.4,27118.7,26737.2,28286.685,0
03-Jun-21,27088.4,27159.9,26855.2,28337.295,0
04-Jun-21,27031.6,27167.5,26914.6,28346.64,0
07-Jun-21,27078.4,27330.4,26997.8,28660.485,0
08-Jun-21,27400.8,27732.3,27376.9,29004.99,0
09-Jun-21,27691.3,27793.8,27436.3,28915.95,0
10-Jun-21,27676.5,27822.1,27649.9,29187.9,0
11-Jun-21,27866.2,28347.5,27820.5,29628.375,0
14-Jun-21,28371.9,28467.3,28134.7,29729.805,0
15-Jun-21,28384.7,28544.6,28325.9,29796.69,0
16-Jun-21,28384.2,28600.2,28241.2,29871.24,0
17-Jun-21,28355.2,28714.6,28343.1,30041.865,0
18-Jun-21,28829.5,28934.1,28227.6,29867.88,0
21-Jun-21,28224.1,28393.1,28083.8,29785.35,0
22-Jun-21,28514.2,28656.4,28396.5,29949.78,0
23-Jun-21,28719.7,28719.7,28229.3,29671.425,0
24-Jun-21,28395.4,29098.9,28357.3,30500.4,0
25-Jun-21,29176.8,29284,28874.6,30671.13,0
28-Jun-21,29259.6,29259.6,28977.8,30522.03,0
29-Jun-21,29049.7,29183.8,28934.2,30435.51,0
30-Jun-21,29057.2,29311.6,29036.9,30626.4,0
01-Jul-21,29193.1,29193.1,28953.1,30453.255,0
02-Jul-21,28983.5,29028.3,28704,30458.295,0
05-Jul-21,29117.4,29185.6,28907.8,30398.13,0
06-Jul-21,28924,28986.1,28607.6,30081.87,0
07-Jul-21,28708.6,28790.3,28381.3,30171.435,0
08-Jul-21,28821.8,28934.4,28541.9,30186.45,0
09-Jul-21,28669.2,28898.8,28549.2,30095.31,0
12-Jul-21,28837.1,28854.6,28421.6,29958.915,0
13-Jul-21,28674.7,28681.2,28381.9,29861.79,0
14-Jul-21,28581.2,29376.9,28534.8,30806.79,0
15-Jul-21,29303.3,29835.9,29284.8,31204.005,0
16-Jul-21,29734.8,29734.8,29287.2,30870.21,0
